name,age_group,ethnicity,experience,qualification_score,decision
Bonnie Brady,36-45,Hispanic,3.9,92.1,Accepted
Aaron Wilson,26-35,South Asian,3.6,66.9,Rejected
Howard Rangel,46-55,African American,1.4,72.6,Rejected
Jeff Conner,36-45,East Asian,17.8,65.3,Rejected
Donald Nelson,56+,Hispanic,6.2,71.7,Rejected
Brooke Davis,26-35,African American,10.5,75.8,Rejected
Amanda Wheeler,36-45,Hispanic,12.5,79.5,Rejected
Jeremy Hunt,26-35,East Asian,14.5,70.6,Rejected
Nathan Lopez,18-25,Hispanic,9.9,86.4,Rejected
Kenneth Johnson,18-25,Caucasian,19.2,92.3,Accepted
Lori Owen,56+,South Asian,15.9,65.2,Rejected
Francis Robinson,26-35,South Asian,14.4,98.7,Accepted
Susan Clark,46-55,East Asian,10.7,76.8,Rejected
James Evans,46-55,South Asian,1.1,82.0,Rejected
Lynn Garcia,18-25,East Asian,6.6,92.2,Accepted
Jeremiah Hernandez,36-45,Hispanic,18.5,88.6,Accepted
Janet Bender,26-35,East Asian,1.7,70.9,Rejected
Tammy Kerr,18-25,African American,2.7,70.0,Rejected
Tony Stanley,18-25,East Asian,5.2,93.5,Accepted
Cameron Myers,46-55,South Asian,20.0,98.2,Accepted
Jason Farley,26-35,East Asian,3.6,89.9,Accepted
Meredith Davis,46-55,Hispanic,12.6,97.7,Accepted
Teresa Garcia,46-55,Middle Eastern,7.1,89.2,Rejected
John Riley,36-45,East Asian,14.5,78.3,Rejected
Brett Velazquez,46-55,African American,3.5,82.5,Rejected
James Lindsey,26-35,East Asian,15.4,91.5,Accepted
Ruth Espinoza,56+,South Asian,14.4,92.2,Accepted
Marissa Ortiz,26-35,African American,12.1,95.1,Accepted
Jacob Webb,56+,Hispanic,3.7,85.7,Rejected
Robert Evans,36-45,Middle Eastern,13.3,96.0,Accepted
Alexander Krause,18-25,African American,4.5,79.4,Rejected
Samantha Harrington,26-35,South Asian,8.3,72.8,Rejected
Trevor Parker,26-35,South Asian,14.7,80.9,Accepted
Terry Williams,36-45,Middle Eastern,3.5,91.3,Accepted
Dr. Sarah Thomas,26-35,Middle Eastern,16.4,97.6,Accepted
Angie Walker,18-25,Hispanic,14.4,98.1,Accepted
Robert Anderson,56+,South Asian,9.7,81.5,Rejected
Amy Stuart,18-25,African American,6.1,96.1,Accepted
Rebekah Morales,18-25,East Asian,12.5,86.1,Accepted
Veronica Berry,46-55,South Asian,8.2,88.8,Accepted
Ricardo Wright,36-45,Caucasian,17.1,77.9,Rejected
Ryan Jimenez,56+,Caucasian,12.0,68.1,Rejected
Paul Pace,56+,Caucasian,5.1,74.4,Rejected
Daniel Smith,26-35,Hispanic,1.5,75.3,Rejected
Rebecca Velasquez,36-45,Hispanic,15.2,66.6,Rejected
Stephanie Wood,36-45,African American,8.6,69.6,Rejected
Sandra Davis,26-35,Caucasian,15.7,78.9,Rejected
Duane Powell,36-45,Hispanic,3.7,67.8,Rejected
Rachel Rodriguez,46-55,South Asian,6.9,90.3,Accepted
Kyle Landry,56+,African American,2.1,87.3,Rejected
Danielle Franklin,26-35,Hispanic,14.7,76.6,Rejected
Mark Stephens,56+,East Asian,6.4,68.7,Rejected
Dr. Jeffrey Mckenzie,46-55,Caucasian,11.6,92.8,Accepted
Jacqueline Green,46-55,Middle Eastern,14.3,94.8,Accepted
Jill Lee,26-35,Middle Eastern,15.0,71.0,Rejected
Megan Ware,26-35,Hispanic,13.7,65.4,Rejected
Penny Harris,36-45,African American,7.9,82.1,Rejected
Erik Roberson,18-25,Caucasian,11.6,78.4,Rejected
Derek Mathis,18-25,South Asian,14.7,93.9,Accepted
Nicholas Phillips,26-35,Caucasian,17.2,87.7,Accepted
Victoria Campbell,26-35,Middle Eastern,6.2,74.4,Rejected
Christopher Branch,46-55,South Asian,11.2,80.3,Rejected
Debra Lane,46-55,South Asian,8.5,82.0,Rejected
Eric Mayer,18-25,African American,5.4,81.1,Rejected
Joseph York,26-35,African American,13.9,83.4,Rejected
Katie Jensen,18-25,African American,19.0,94.7,Accepted
Amy Coffey,36-45,African American,6.4,72.5,Rejected
Daniel Gray,18-25,Caucasian,18.9,75.1,Rejected
Matthew Wilson,56+,Caucasian,1.1,72.1,Rejected
Zachary Oneal,18-25,Middle Eastern,5.4,78.3,Rejected
Rodney Sexton,46-55,Hispanic,3.8,82.4,Rejected
Kendra Gonzalez,46-55,Middle Eastern,5.8,90.6,Rejected
Melinda Sims,26-35,Caucasian,9.6,80.8,Accepted
Sean Peterson,46-55,South Asian,11.5,82.4,Rejected
Laura Smith,56+,Middle Eastern,3.0,76.6,Rejected
Chad Ortega,18-25,Caucasian,3.4,77.9,Rejected
Michael Brown,18-25,Middle Eastern,18.6,67.5,Rejected
Cristian Walters,56+,African American,10.9,67.9,Rejected
Kenneth Campbell,56+,Middle Eastern,9.2,91.5,Accepted
Maurice Jackson,18-25,Caucasian,15.4,98.6,Accepted
Edward Hale,36-45,African American,13.2,80.1,Rejected
Chad White,18-25,East Asian,12.6,96.9,Accepted
Lance Hardy,46-55,Caucasian,4.9,66.5,Rejected
Richard Morse,26-35,East Asian,17.8,75.1,Rejected
Brittany Morris,46-55,Caucasian,10.4,94.5,Accepted
Eric Woods,18-25,Hispanic,17.8,98.8,Accepted
Vincent Stewart,26-35,Hispanic,18.0,78.3,Rejected
Denise Farmer,56+,Middle Eastern,5.9,90.0,Rejected
David Conley,36-45,South Asian,8.3,76.5,Rejected
Tammy Rasmussen,36-45,Hispanic,11.2,77.2,Rejected
John Robinson,46-55,East Asian,15.6,73.8,Rejected
Mr. Edward Hebert,36-45,South Asian,5.3,68.1,Rejected
Robert Webb,26-35,Caucasian,15.9,85.2,Accepted
Jonathan Turner,46-55,Middle Eastern,6.3,98.1,Accepted
Carlos Curry,36-45,South Asian,1.3,69.8,Rejected
Tracy Contreras,46-55,East Asian,18.1,96.4,Accepted
Eric Hopkins,26-35,Hispanic,17.1,92.8,Accepted
Sabrina Grant,36-45,East Asian,14.0,95.9,Accepted
April Baker,56+,East Asian,19.2,93.4,Accepted
Amanda Medina,46-55,Caucasian,9.0,97.2,Accepted
Tiffany Payne,56+,South Asian,10.1,87.6,Accepted
Cindy Allen,36-45,Middle Eastern,13.6,68.5,Rejected
Robert Anderson,18-25,Hispanic,5.4,94.1,Accepted
Todd Kennedy,18-25,African American,10.6,97.5,Accepted
Eric Acosta,46-55,African American,3.6,77.4,Rejected
Jessica Wolf,56+,Middle Eastern,6.4,89.2,Rejected
Victoria Moore,18-25,Caucasian,14.8,68.6,Rejected
Carol Donovan,56+,East Asian,15.2,94.3,Accepted
Sarah Kent,18-25,South Asian,12.9,83.1,Accepted
Patrick Carr,26-35,South Asian,13.9,86.7,Accepted
Janet Anderson,26-35,Hispanic,16.6,88.1,Accepted
Joseph Carter,46-55,South Asian,5.1,86.9,Accepted
David Robertson,18-25,East Asian,19.4,65.9,Rejected
Elizabeth Flores,36-45,Hispanic,1.4,79.7,Rejected
Laura Green,36-45,Caucasian,1.6,77.6,Rejected
Timothy Webster,18-25,Hispanic,7.0,68.5,Rejected
Kelly David,18-25,Hispanic,2.4,86.6,Rejected
Mark Hoffman,18-25,East Asian,15.3,74.1,Rejected
John Howard,18-25,Hispanic,14.3,80.7,Rejected
Daniel Nelson,18-25,Middle Eastern,19.7,78.7,Rejected
Latasha Beltran,46-55,East Asian,8.6,81.9,Rejected
Bradley Woods Jr.,18-25,Caucasian,2.2,89.6,Accepted
Todd Ryan,36-45,South Asian,12.5,94.2,Accepted
Amy Wells,56+,South Asian,11.9,90.4,Accepted
Jennifer Rodriguez,56+,Middle Eastern,16.0,98.9,Accepted
Shannon Randolph,46-55,Hispanic,8.5,86.1,Rejected
Jessica Martinez,56+,East Asian,17.9,79.4,Rejected
Cindy Moore PhD,36-45,East Asian,4.5,73.0,Rejected
Megan Simpson,56+,Caucasian,11.0,86.0,Accepted
Michael Cochran,18-25,Caucasian,16.9,70.7,Rejected
Allison Rollins,18-25,Caucasian,13.5,94.1,Accepted
Mary Huber,36-45,South Asian,5.6,71.3,Rejected
Bradley Costa,26-35,Middle Eastern,2.9,96.8,Accepted
Nicole Davis,56+,Hispanic,5.1,90.3,Rejected
Alex Holland,46-55,Caucasian,4.7,92.4,Accepted
Michael Estrada,56+,Hispanic,12.7,82.4,Rejected
Michael Short,46-55,South Asian,19.8,87.3,Accepted
Joshua Sanchez,36-45,Hispanic,10.5,70.2,Rejected
Frank Barber,18-25,Hispanic,2.8,89.6,Accepted
Paul Lane,26-35,African American,1.5,86.1,Rejected
Joseph Mitchell,46-55,Middle Eastern,13.9,92.7,Accepted
Juan Vargas,36-45,Caucasian,18.8,88.1,Accepted
Melissa Nelson,18-25,Middle Eastern,5.3,88.9,Accepted
Kelly Griffin,46-55,Caucasian,14.6,66.3,Rejected
Mrs. Brianna Paul DVM,18-25,Caucasian,5.0,98.0,Accepted
Nicole Mullins,56+,East Asian,13.0,70.5,Rejected
Elizabeth Shields,56+,East Asian,8.8,81.8,Rejected
Michael Wall,46-55,East Asian,9.9,65.7,Rejected
Connie Norris,26-35,African American,5.1,69.3,Rejected
Anna Nielsen,56+,East Asian,12.6,65.7,Rejected
Rachel Oliver,46-55,Middle Eastern,14.8,81.7,Rejected
Robert Romero,36-45,Hispanic,15.3,98.1,Accepted
Linda Richards,36-45,Hispanic,1.6,86.1,Rejected
Valerie Evans,18-25,Middle Eastern,18.4,88.7,Accepted
Wesley Padilla,46-55,Middle Eastern,19.2,91.7,Accepted
Richard Simpson,18-25,East Asian,7.9,81.3,Accepted
Veronica Pham,56+,Hispanic,5.8,67.6,Rejected
Madison Banks,18-25,Hispanic,9.5,70.1,Rejected
Linda King,36-45,Caucasian,8.8,79.2,Rejected
Heather Alvarez,26-35,African American,10.1,85.2,Rejected
Alex Ross,36-45,Caucasian,3.7,70.8,Rejected
Nathan Jones,46-55,Hispanic,5.9,80.7,Rejected
Chelsea Strickland,18-25,African American,3.6,88.2,Accepted
John Armstrong,26-35,East Asian,11.5,67.3,Rejected
Brian Bailey,26-35,African American,1.5,91.4,Accepted
Lindsey Solis,36-45,East Asian,14.6,86.7,Accepted
Patrick King,46-55,South Asian,3.8,71.9,Rejected
Lisa Miranda MD,56+,Hispanic,15.4,96.7,Accepted
Scott Yu,56+,African American,14.2,82.0,Rejected
Mario Stark,46-55,South Asian,4.5,86.8,Accepted
Joseph Williams,56+,South Asian,17.0,92.6,Accepted
Cory Holmes,46-55,East Asian,12.0,75.8,Rejected
Jason Tyler MD,26-35,Hispanic,19.5,75.2,Rejected
Kimberly Foley,56+,Middle Eastern,2.9,94.3,Accepted
Laura Petersen,56+,African American,5.6,81.7,Rejected
Penny Mills,18-25,African American,11.0,76.9,Rejected
Tiffany Mendez,56+,African American,16.9,87.6,Rejected
Kevin Beard,26-35,Hispanic,6.3,80.8,Rejected
Jay Sullivan,46-55,Middle Eastern,16.3,75.5,Rejected
Shelby Smith,18-25,Middle Eastern,5.1,97.3,Accepted
Rebekah Stephens,56+,South Asian,1.7,71.6,Rejected
Justin Hernandez,56+,South Asian,4.3,83.8,Accepted
Katelyn Hansen,46-55,Hispanic,19.4,75.8,Rejected
Francisco Galloway,36-45,Caucasian,16.0,91.0,Accepted
Maria Ponce,18-25,South Asian,2.0,70.1,Rejected
Katherine Taylor,56+,South Asian,19.4,69.7,Rejected
Jade Stout,26-35,East Asian,4.2,83.3,Accepted
Tony Proctor,18-25,Caucasian,13.6,93.4,Accepted
Margaret Dougherty,56+,South Asian,12.0,91.9,Accepted
Amanda Bray,46-55,African American,17.2,92.0,Accepted
Sabrina Lambert,56+,Hispanic,6.0,98.8,Accepted
Jesse Lewis,26-35,African American,4.5,96.5,Accepted
Emily Fisher,46-55,Middle Eastern,13.9,79.8,Rejected
Michael Parker,46-55,Middle Eastern,8.2,91.3,Accepted
Mark Hanson,26-35,Middle Eastern,7.5,73.1,Rejected
Michael Lynch,26-35,East Asian,18.9,88.0,Accepted
Ryan Valenzuela,36-45,Hispanic,11.1,81.5,Rejected
Tina Ramirez,46-55,Middle Eastern,3.7,92.4,Accepted
Sarah Love,36-45,Caucasian,17.7,87.1,Accepted
Mark White,46-55,Hispanic,12.5,96.9,Accepted
Charles Harris,36-45,African American,2.4,98.7,Accepted
Maria George,56+,Caucasian,4.9,72.2,Rejected
Gloria King,18-25,East Asian,4.8,86.7,Accepted
Michael Cooper,26-35,African American,12.1,71.5,Rejected
Rachel Obrien,46-55,East Asian,9.9,73.6,Rejected
William Cameron,18-25,Caucasian,14.3,67.9,Rejected
Michelle Lane,26-35,African American,2.5,74.1,Rejected
Douglas Chapman,18-25,South Asian,18.7,78.0,Rejected
Teresa Montes,46-55,Caucasian,13.3,79.6,Rejected
Stephanie Harris,18-25,Caucasian,5.9,97.1,Accepted
Mark Warren,36-45,South Asian,4.2,94.7,Accepted
Sheena Norman,36-45,Hispanic,7.7,76.4,Rejected
Nicholas Johnson,56+,Hispanic,11.7,66.8,Rejected
Brittany Rice,36-45,Hispanic,17.5,92.9,Accepted
Anthony Duncan,46-55,African American,17.1,66.9,Rejected
Derrick Jackson,26-35,South Asian,17.6,76.9,Rejected
Jason Gonzalez,26-35,East Asian,6.5,69.7,Rejected
Timothy Johnson,26-35,East Asian,6.1,87.7,Accepted
Kevin Scott,36-45,Middle Eastern,17.9,97.3,Accepted
Anthony Kemp,26-35,Middle Eastern,15.6,82.6,Rejected
Rachel Callahan,18-25,Caucasian,17.3,84.3,Accepted
Kaitlyn Meza,26-35,Middle Eastern,12.9,75.9,Rejected
Denise Williams,18-25,Hispanic,18.1,67.6,Rejected
Holly Garcia,18-25,African American,2.6,87.7,Rejected
Lisa Reid,56+,Caucasian,4.7,94.4,Accepted
Jill Stafford,18-25,African American,3.4,91.0,Accepted
Willie Blankenship,18-25,Middle Eastern,1.2,84.3,Rejected
Angela Wheeler,36-45,South Asian,9.7,82.6,Accepted
David Barrett,56+,Middle Eastern,19.3,94.3,Accepted
Nicholas Harris,36-45,Hispanic,7.9,87.8,Rejected
Melissa Huffman,46-55,African American,9.2,86.0,Rejected
Sarah Stephens,26-35,South Asian,9.5,90.8,Accepted
Joshua Mcpherson,18-25,East Asian,13.7,97.7,Accepted
Jacob Hoover,26-35,African American,4.2,71.3,Rejected
Valerie Brown,36-45,Hispanic,1.3,75.4,Rejected
John Ochoa,26-35,South Asian,5.0,82.2,Accepted
Daniel Bartlett,36-45,Caucasian,16.8,67.9,Rejected
Mike Clay,46-55,Hispanic,7.3,65.1,Rejected
Seth Diaz,18-25,Hispanic,6.7,96.3,Accepted
Francisco Miller,46-55,South Asian,10.0,66.1,Rejected
Jaime Gallegos,46-55,East Asian,2.2,73.4,Rejected
Brittney Nelson,18-25,Caucasian,7.8,88.1,Accepted
Nathan Garcia,18-25,African American,13.5,66.0,Rejected
Joseph Beasley,18-25,South Asian,7.8,97.3,Accepted
Stephanie Duffy,26-35,East Asian,3.7,87.2,Accepted
Brian Bell,56+,Hispanic,6.1,75.5,Rejected
Joshua Phillips,56+,Middle Eastern,14.0,69.8,Rejected
Donald Pierce,56+,East Asian,3.4,76.7,Rejected
Carol Williams,56+,Caucasian,15.3,84.3,Accepted
Mitchell Smith,18-25,East Asian,10.3,70.7,Rejected
Angelica Davis,46-55,Caucasian,15.8,80.3,Rejected
Jessica Peters,46-55,South Asian,2.9,83.1,Accepted
Katherine Romero,26-35,Middle Eastern,15.3,85.0,Rejected
Cameron Long,56+,East Asian,19.5,86.1,Accepted
Kyle Brown,56+,South Asian,13.6,66.9,Rejected
Jocelyn Collins,26-35,Hispanic,19.9,87.3,Rejected
Danielle Williams,36-45,Caucasian,18.9,92.2,Accepted
Veronica Phillips,46-55,South Asian,2.4,98.5,Accepted
Alex Sosa,46-55,Hispanic,10.3,78.9,Rejected
Tamara Brewer,46-55,Hispanic,14.8,76.8,Rejected
Luke Smith,36-45,Caucasian,8.1,90.5,Accepted
Kenneth Berry,26-35,East Asian,17.8,93.6,Accepted
Thomas Smith,18-25,South Asian,6.5,89.3,Accepted
David Grant,26-35,East Asian,14.3,65.8,Rejected
Melinda Roberts,36-45,South Asian,8.5,77.4,Rejected
Ann Smith,18-25,Caucasian,18.7,98.7,Accepted
Richard Young,46-55,Hispanic,3.9,83.3,Rejected
Yolanda Robbins,26-35,Hispanic,18.2,79.5,Rejected
Melissa Love,26-35,Caucasian,16.3,92.2,Accepted
Michael Camacho,36-45,East Asian,8.3,77.9,Rejected
Amy Williams,56+,African American,2.1,70.8,Rejected
Lynn Bennett,18-25,Caucasian,19.4,86.0,Accepted
Michael Mcintosh,26-35,Middle Eastern,8.1,74.0,Rejected
Hayden Willis,26-35,East Asian,1.9,80.5,Accepted
Ronald Estes,26-35,South Asian,1.9,75.0,Rejected
Timothy Sharp,36-45,East Asian,7.6,83.8,Accepted
Mary Collins,26-35,African American,19.8,69.4,Rejected
Michael King,36-45,East Asian,12.9,95.0,Accepted
Alex Davis,18-25,Caucasian,2.5,91.7,Accepted
Denise Lewis,56+,Middle Eastern,14.1,92.6,Accepted
Debra Butler,46-55,South Asian,14.4,83.9,Accepted
Susan Mcclain,56+,African American,19.2,76.2,Rejected
Tiffany Ho,46-55,African American,19.6,71.6,Rejected
Susan Gomez,46-55,Caucasian,14.5,97.0,Accepted
James Swanson,18-25,Caucasian,15.0,72.6,Rejected
Stephanie Clark,46-55,South Asian,1.8,94.1,Accepted
Larry Martinez,26-35,South Asian,13.5,81.7,Accepted
Erin Collier,56+,Middle Eastern,1.2,90.6,Rejected
Gary Saunders,26-35,Middle Eastern,16.2,78.2,Rejected
Joseph Day DDS,36-45,African American,2.1,79.6,Rejected
Carrie Garrison,18-25,Caucasian,5.6,79.2,Rejected
Eric Brown,46-55,South Asian,1.6,71.3,Rejected
Gina Roman,18-25,Caucasian,11.8,96.8,Accepted
Robin Rodriguez,56+,Hispanic,10.2,97.9,Accepted
Jason Oconnor,56+,Middle Eastern,1.9,80.3,Rejected
Melissa Smith,36-45,East Asian,11.6,91.1,Accepted
Jeffrey Smith,46-55,Caucasian,18.0,78.0,Rejected
Tracy Clark,56+,South Asian,19.8,83.0,Accepted
Stephen Lopez,26-35,Hispanic,19.0,70.2,Rejected
Laura Matthews,26-35,Caucasian,20.0,69.3,Rejected
Monique Ortiz,46-55,African American,16.4,95.4,Accepted
Brandi Adams,36-45,Hispanic,11.9,89.6,Accepted
Steve Sanchez,46-55,Hispanic,15.7,65.8,Rejected
Sherri Green,46-55,Caucasian,16.1,68.3,Rejected
Courtney Robles DDS,46-55,Caucasian,2.2,92.1,Accepted
Susan Fowler,56+,African American,15.4,92.2,Accepted
Jennifer Torres,56+,Caucasian,1.3,88.2,Accepted
Jason Adkins,36-45,Middle Eastern,17.5,76.6,Rejected
Kelly Compton,26-35,Hispanic,18.3,95.5,Accepted
Tonya Powell DDS,26-35,South Asian,19.4,68.2,Rejected
Teresa Flynn,46-55,Middle Eastern,19.9,66.6,Rejected
Hannah Ford,26-35,South Asian,13.6,81.2,Accepted
Billy Chang,46-55,South Asian,12.5,75.9,Rejected
Shannon Gibson,36-45,Caucasian,16.7,84.1,Accepted
Brian Garrett,18-25,African American,10.9,79.9,Rejected
Michelle Johnson,56+,African American,15.7,85.5,Rejected
Angela Green,46-55,Hispanic,17.0,72.3,Rejected
Rebecca Gonzalez,46-55,Middle Eastern,11.0,98.1,Accepted
Christine Neal,56+,Middle Eastern,3.4,74.7,Rejected
Tara Rodriguez,36-45,East Asian,16.5,97.2,Accepted
Maria Soto,26-35,Middle Eastern,7.6,65.3,Rejected
Laura Thompson,36-45,East Asian,8.9,89.4,Accepted
Denise Henry,46-55,Caucasian,16.4,68.9,Rejected
David Young,18-25,Caucasian,5.7,71.8,Rejected
Robert Brown,18-25,African American,6.5,86.9,Rejected
Philip Perkins,56+,Caucasian,17.9,96.6,Accepted
Kim Chavez,26-35,Middle Eastern,11.5,78.4,Rejected
Kelsey Flores,26-35,African American,1.1,74.0,Rejected
Carolyn Fischer,18-25,Middle Eastern,12.2,81.8,Rejected
Kenneth Becker,36-45,African American,16.8,69.0,Rejected
James Gomez,18-25,Hispanic,8.7,68.6,Rejected
Joseph Kim,36-45,Middle Eastern,12.0,69.4,Rejected
James Mclean,56+,South Asian,6.0,76.4,Rejected
Benjamin Lopez,26-35,Middle Eastern,7.8,80.4,Rejected
Ronnie Bass,18-25,South Asian,9.9,96.9,Accepted
Amber Williams,26-35,East Asian,8.5,76.6,Rejected
Bruce Harvey,18-25,South Asian,19.9,73.8,Rejected
Ashley Sandoval,18-25,Middle Eastern,5.4,71.8,Rejected
Maria Taylor,56+,Middle Eastern,15.8,71.7,Rejected
Karen Zimmerman,56+,African American,9.3,96.9,Accepted
Amanda Garcia,46-55,Middle Eastern,9.7,84.3,Rejected
Calvin Acevedo,46-55,Hispanic,14.0,91.8,Accepted
Monica Harvey MD,36-45,Middle Eastern,4.0,90.6,Accepted
Crystal Thornton,36-45,African American,10.7,67.2,Rejected
Kenneth Garcia,26-35,Middle Eastern,19.6,89.8,Accepted
Mark Dodson,26-35,East Asian,6.6,69.2,Rejected
Kristin Lewis,36-45,Hispanic,15.4,97.8,Accepted
Heather Roberts,36-45,Middle Eastern,15.7,80.1,Rejected
Micheal Randall,26-35,Hispanic,3.9,77.3,Rejected
Kevin Hernandez,18-25,African American,13.5,84.1,Rejected
Tara Wang,26-35,African American,12.0,71.1,Rejected
Sherry Rivers,26-35,East Asian,9.0,75.0,Rejected
Ryan Henderson,46-55,Caucasian,4.6,89.5,Accepted
Mark Sims,46-55,Hispanic,10.7,78.1,Rejected
James Espinoza,36-45,Caucasian,19.9,84.0,Accepted
Amy Johnston,18-25,South Asian,7.8,73.6,Rejected
Tina Bright,36-45,African American,18.7,70.1,Rejected
Jessica Johnson,46-55,Caucasian,16.9,73.3,Rejected
Eric Duarte,26-35,African American,11.6,80.5,Rejected
Richard Nelson,18-25,South Asian,8.0,98.2,Accepted
Thomas Olsen,46-55,Middle Eastern,14.2,93.5,Accepted
Grace Smith,56+,African American,5.0,69.1,Rejected
Paul Cortez,26-35,East Asian,12.2,68.2,Rejected
Lucas Salinas,46-55,African American,16.3,71.1,Rejected
Ashley Joseph,46-55,Hispanic,10.9,71.2,Rejected
Ernest Carter,18-25,East Asian,10.4,72.5,Rejected
Bradley Yoder,36-45,Hispanic,12.5,71.1,Rejected
Debra Hudson,36-45,Middle Eastern,1.7,66.1,Rejected
Gina Morgan,36-45,South Asian,12.2,78.7,Rejected
Kristen Rangel,18-25,African American,7.1,74.1,Rejected
Michelle Rivas,26-35,Hispanic,8.5,92.8,Accepted
Joshua Ball,18-25,Hispanic,12.7,65.4,Rejected
Felicia Hall,56+,Middle Eastern,13.6,92.3,Accepted
Karl Cook,26-35,Caucasian,6.7,90.6,Accepted
Michael Lopez,46-55,Caucasian,13.3,74.5,Rejected
Darren Vasquez,36-45,South Asian,10.7,85.1,Accepted
Mary Smith,36-45,Middle Eastern,4.2,89.5,Accepted
Jason Robinson,36-45,African American,17.0,89.0,Accepted
Molly Lee,36-45,Middle Eastern,17.5,89.3,Accepted
Luke Baker,18-25,East Asian,7.6,98.5,Accepted
Raymond Hayes,26-35,Hispanic,12.2,66.9,Rejected
Kevin Lopez,26-35,East Asian,19.2,90.1,Accepted
Whitney Smith,36-45,South Asian,18.3,84.1,Accepted
Joshua Rasmussen,26-35,Caucasian,18.0,86.6,Accepted
Matthew Strong,18-25,Hispanic,18.7,76.8,Rejected
Joseph Phillips,56+,South Asian,5.1,72.7,Rejected
Kimberly Blankenship,26-35,Middle Eastern,4.9,71.7,Rejected
Casey Ferrell,26-35,South Asian,18.6,80.9,Accepted
Kevin Lee,26-35,Middle Eastern,11.2,71.9,Rejected
Matthew Martin,36-45,Middle Eastern,12.3,70.6,Rejected
Dr. Deborah Poole PhD,46-55,Middle Eastern,11.3,69.7,Rejected
Tina Lopez,46-55,Middle Eastern,16.8,81.1,Rejected
Julia Jones,56+,Hispanic,13.2,68.4,Rejected
Cameron Montgomery,46-55,Caucasian,1.9,80.6,Rejected
Karen Schultz,46-55,Middle Eastern,4.7,69.1,Rejected
Joseph Greene,18-25,South Asian,12.0,83.6,Accepted
Dr. Logan Wilson,36-45,South Asian,2.1,69.7,Rejected
John Smith,36-45,East Asian,8.4,87.9,Accepted
Joshua Carey,36-45,East Asian,1.9,86.0,Accepted
Kelsey Murphy,46-55,Caucasian,14.2,97.2,Accepted
Emily Abbott DVM,56+,Hispanic,3.3,66.6,Rejected
Jonathon Gonzalez,56+,South Asian,2.9,94.9,Accepted
Lauren Weaver,18-25,African American,16.0,91.0,Accepted
William Hodges,36-45,Middle Eastern,1.5,75.2,Rejected
Daniel Poole,18-25,East Asian,15.0,82.0,Accepted
Jacqueline Davis,36-45,Hispanic,11.7,96.2,Accepted
Theresa Walker,18-25,Middle Eastern,5.5,91.8,Accepted
Jesse Garza,56+,Hispanic,17.4,68.1,Rejected
Ryan Marshall,18-25,Hispanic,4.4,90.9,Accepted
Karen Donaldson,36-45,Hispanic,11.3,67.8,Rejected
Joseph Hernandez,56+,Middle Eastern,5.5,94.7,Accepted
Blake Harrison,26-35,Hispanic,18.4,77.9,Rejected
Lori Franklin,18-25,Caucasian,4.0,68.8,Rejected
Daniel Harris,26-35,Caucasian,3.4,84.3,Accepted
Kelly Smith,26-35,South Asian,4.7,69.3,Rejected
Levi Robinson,56+,South Asian,8.1,77.3,Rejected
Lisa Lee,56+,African American,15.6,92.2,Accepted
Kimberly Kent,36-45,Caucasian,11.5,77.1,Rejected
Michelle Jackson,56+,South Asian,12.2,71.5,Rejected
Shane Patterson,56+,East Asian,11.7,73.3,Rejected
Pamela Burton,26-35,African American,14.9,77.9,Rejected
Jessica Valenzuela,56+,African American,13.2,90.7,Rejected
William Newman,46-55,South Asian,16.4,71.5,Rejected
Jacob Lee,26-35,Hispanic,3.5,86.2,Rejected
Brendan King,36-45,South Asian,4.1,85.4,Accepted
John Pena,36-45,Caucasian,14.7,78.1,Rejected
Brittany Whitehead,18-25,Middle Eastern,16.6,97.5,Accepted
Sarah Walters,18-25,Caucasian,12.6,93.9,Accepted
Bianca Lane,46-55,African American,8.0,81.0,Rejected
David Smith,36-45,Middle Eastern,3.3,88.3,Accepted
Cheryl Vance,36-45,Middle Eastern,11.4,76.2,Rejected
Bryan Baird,46-55,Hispanic,1.8,66.0,Rejected
Shawn Morales,56+,Middle Eastern,19.8,88.4,Rejected
Erin Clark,18-25,African American,8.5,79.7,Rejected
